year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2014,12,New England Patriots,Detroit Lions,New England Patriots,,Sun,November 23,1:02PM,34,9,439,1,335,1,New England,Detroit,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,12,Atlanta Falcons,Cleveland Browns,Cleveland Browns,,Sun,November 23,1:02PM,26,24,475,3,315,2,Atlanta,Cleveland,70046.0,Mercedes Benz Stadium,71000,0.9865633802816901
2014,12,Minnesota Vikings,Green Bay Packers,Green Bay Packers,,Sun,November 23,1:03PM,24,21,362,0,308,1,Minnesota,Green Bay,52386.0,U.S. Bank Stadium,66655,0.7859275373190309
2014,12,San Diego Chargers,St. Louis Rams,San Diego Chargers,,Sun,November 23,4:05PM,27,24,410,3,317,3,San Diego,St. Louis,66040.0,San Diego Stadium,71500,0.9236363636363636
2014,12,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,,Sun,November 23,4:06PM,19,3,293,0,204,1,Seattle,Arizona,68327.0,Lumen Field,69000,0.9902463768115942
2014,12,San Francisco 49ers,Washington Redskins,San Francisco 49ers,,Sun,November 23,4:25PM,17,13,312,3,213,1,San Francisco,Washington,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,12,Denver Broncos,Miami Dolphins,Denver Broncos,,Sun,November 23,4:25PM,39,36,450,1,313,1,Denver,Miami,76987.0,Empower Field at Mile High,76125,1.0113234811165845
2014,12,Buffalo Bills,New York Jets,Buffalo Bills,,Mon,November 24,7:05PM,38,3,336,0,218,1,Buffalo,New York,56044.0,Highmark Stadium,71608,0.7826499832420959
2014,12,Oakland Raiders,Kansas City Chiefs,Oakland Raiders,,Thu,November 20,8:26PM,24,20,351,1,313,0,Oakland,Kansas City,52865.0,Allegiant Stadium,65000,0.8133076923076923
2014,12,New York Giants,Dallas Cowboys,Dallas Cowboys,,Sun,November 23,8:30PM,31,28,385,1,417,1,New York,Dallas,80520.0,MetLife Stadium,82500,0.976
2014,12,New Orleans Saints,Baltimore Ravens,Baltimore Ravens,,Mon,November 24,8:30PM,34,27,449,1,525,1,New Orleans,Baltimore,73373.0,Caesars Superdome,73208,1.0022538520380286
2014,13,Detroit Lions,Chicago Bears,Detroit Lions,,Thu,November 27,12:39PM,34,17,474,1,269,2,Detroit,Chicago,64175.0,Ford Field,65000,0.9873076923076923
2014,13,St. Louis Rams,Oakland Raiders,St. Louis Rams,,Sun,November 30,1:00PM,52,0,348,0,244,5,St. Louis,Oakland,55650.0,SoFi Stadium,70240,0.7922835990888383
2014,13,Pittsburgh Steelers,New Orleans Saints,New Orleans Saints,,Sun,November 30,1:02PM,35,32,393,0,538,2,Pittsburgh,New Orleans,61916.0,Acrisure Stadium,68400,0.9052046783625731
2014,13,Houston Texans,Tennessee Titans,Houston Texans,,Sun,November 30,1:02PM,45,21,457,1,320,4,Houston,Tennessee,71714.0,NRG Stadium,72220,0.9929936305732484
2014,13,Indianapolis Colts,Washington Redskins,Indianapolis Colts,,Sun,November 30,1:02PM,49,27,487,3,425,1,Indianapolis,Washington,65352.0,Lucas Oil Stadium,67000,0.9754029850746269
2014,13,Buffalo Bills,Cleveland Browns,Buffalo Bills,,Sun,November 30,1:02PM,26,10,287,2,315,3,Buffalo,Cleveland,68576.0,Highmark Stadium,71608,0.9576583621941682
2014,13,Tampa Bay Buccaneers,Cincinnati Bengals,Cincinnati Bengals,,Sun,November 30,1:02PM,14,13,288,3,263,1,Tampa Bay,Cincinnati,56340.0,Raymond James Stadium,69218,0.8139501285792713
2014,13,Minnesota Vikings,Carolina Panthers,Minnesota Vikings,,Sun,November 30,1:02PM,31,13,210,0,348,1,Minnesota,Carolina,52016.0,U.S. Bank Stadium,66655,0.7803765658990324
2014,13,Baltimore Ravens,San Diego Chargers,San Diego Chargers,,Sun,November 30,1:02PM,34,33,440,2,350,0,Baltimore,San Diego,71060.0,M&T Bank Stadium,71008,1.0007323118521856
2014,13,Jacksonville Jaguars,New York Giants,Jacksonville Jaguars,,Sun,November 30,1:03PM,25,24,258,0,329,3,Jacksonville,New York,64687.0,TIAA Bank Field,67246,0.9619456919370669
2014,13,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,,Sun,November 30,4:05PM,29,18,500,1,329,3,Atlanta,Arizona,69557.0,Mercedes Benz Stadium,71000,0.9796760563380281
2014,13,Green Bay Packers,New England Patriots,Green Bay Packers,,Sun,November 30,4:25PM,26,21,478,0,320,0,Green Bay,New England,78431.0,Lambeau Field,81441,0.9630407288712074
2014,13,Dallas Cowboys,Philadelphia Eagles,Philadelphia Eagles,,Thu,November 27,4:36PM,33,10,464,1,267,3,Dallas,Philadelphia,91379.0,AT&T Stadium,80000,1.1422375
2014,13,New York Jets,Miami Dolphins,Miami Dolphins,,Mon,December 1,8:30PM,16,13,291,1,326,1,New York,Miami,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,13,San Francisco 49ers,Seattle Seahawks,Seattle Seahawks,,Thu,November 27,8:31PM,19,3,379,0,164,3,San Francisco,Seattle,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,13,Kansas City Chiefs,Denver Broncos,Denver Broncos,,Sun,November 30,8:32PM,29,16,388,1,151,3,Kansas City,Denver,76894.0,Arrowhead Stadium,76416,1.0062552345058626
2014,14,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,December 7,1:02PM,42,21,543,0,408,2,Cincinnati,Pittsburgh,65512.0,Paycor Stadium,65515,0.9999542089597802
2014,14,Miami Dolphins,Baltimore Ravens,Baltimore Ravens,,Sun,December 7,1:02PM,28,13,447,1,249,0,Miami,Baltimore,70244.0,Hard Rock Stadium,65326,1.0752839604445397
2014,14,Detroit Lions,Tampa Bay Buccaneers,Detroit Lions,,Sun,December 7,1:02PM,34,17,407,1,233,3,Detroit,Tampa Bay,61489.0,Ford Field,65000,0.9459846153846154
2014,14,Minnesota Vikings,New York Jets,Minnesota Vikings,,Sun,December 7,1:02PM,30,24,411,2,410,2,Minnesota,New York,52152.0,U.S. Bank Stadium,66655,0.7824169229615182
2014,14,Cleveland Browns,Indianapolis Colts,Indianapolis Colts,,Sun,December 7,1:03PM,25,24,362,4,248,2,Cleveland,Indianapolis,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,14,Washington Redskins,St. Louis Rams,St. Louis Rams,,Sun,December 7,1:03PM,24,0,329,0,206,2,Washington,St. Louis,71120.0,Commanders Field,62000,1.1470967741935485
2014,14,New Orleans Saints,Carolina Panthers,Carolina Panthers,,Sun,December 7,1:03PM,41,10,497,0,310,2,New Orleans,Carolina,73006.0,Caesars Superdome,73208,0.9972407387170801
2014,14,Tennessee Titans,New York Giants,New York Giants,,Sun,December 7,1:03PM,36,7,402,1,207,3,Tennessee,New York,69143.0,Nissan Stadium,69143,1.0
2014,14,Jacksonville Jaguars,Houston Texans,Houston Texans,,Sun,December 7,1:03PM,27,13,304,0,262,1,Jacksonville,Houston,61070.0,TIAA Bank Field,67246,0.9081581060583529
2014,14,Denver Broncos,Buffalo Bills,Denver Broncos,,Sun,December 7,4:05PM,24,17,306,3,415,3,Denver,Buffalo,76913.0,Empower Field at Mile High,76125,1.010351395730706
2014,14,Arizona Cardinals,Kansas City Chiefs,Arizona Cardinals,,Sun,December 7,4:05PM,17,14,366,0,390,2,Arizona,Kansas City,62387.0,State Farm Stadium,63400,0.9840220820189275
2014,14,Oakland Raiders,San Francisco 49ers,Oakland Raiders,,Sun,December 7,4:25PM,24,13,330,0,248,2,Oakland,San Francisco,55300.0,Allegiant Stadium,65000,0.8507692307692307
2014,14,Philadelphia Eagles,Seattle Seahawks,Seattle Seahawks,,Sun,December 7,4:25PM,24,14,440,2,139,2,Philadelphia,Seattle,69596.0,Lincoln Financial Field,69596,1.0
2014,14,Chicago Bears,Dallas Cowboys,Dallas Cowboys,,Thu,December 4,8:26PM,41,28,397,0,376,2,Chicago,Dallas,61558.0,Soldier Field,61500,1.0009430894308944
2014,14,San Diego Chargers,New England Patriots,New England Patriots,,Sun,December 7,8:30PM,23,14,397,2,216,1,San Diego,New England,68815.0,San Diego Stadium,71500,0.9624475524475524
2014,14,Green Bay Packers,Atlanta Falcons,Green Bay Packers,,Mon,December 8,8:30PM,43,37,502,0,465,1,Green Bay,Atlanta,77512.0,Lambeau Field,81441,0.951756486290689
2014,15,Buffalo Bills,Green Bay Packers,Buffalo Bills,,Sun,December 14,1:02PM,21,13,253,1,333,2,Buffalo,Green Bay,70214.0,Highmark Stadium,71608,0.9805329013518043
2014,15,Baltimore Ravens,Jacksonville Jaguars,Baltimore Ravens,,Sun,December 14,1:02PM,20,12,314,1,248,1,Baltimore,Jacksonville,70801.0,M&T Bank Stadium,71008,0.9970848355114916
2014,15,Cleveland Browns,Cincinnati Bengals,Cincinnati Bengals,,Sun,December 14,1:02PM,30,0,347,1,107,2,Cleveland,Cincinnati,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,15,New England Patriots,Miami Dolphins,New England Patriots,,Sun,December 14,1:02PM,41,13,395,1,384,2,New England,Miami,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,15,Indianapolis Colts,Houston Texans,Indianapolis Colts,,Sun,December 14,1:02PM,17,10,278,2,289,2,Indianapolis,Houston,65148.0,Lucas Oil Stadium,67000,0.9723582089552238
2014,15,New York Giants,Washington Redskins,New York Giants,,Sun,December 14,1:02PM,24,13,287,1,372,1,New York,Washington,77628.0,MetLife Stadium,82500,0.9409454545454545
2014,15,Atlanta Falcons,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,December 14,1:02PM,27,20,398,0,407,1,Atlanta,Pittsburgh,71161.0,Mercedes Benz Stadium,71000,1.002267605633803
2014,15,Kansas City Chiefs,Oakland Raiders,Kansas City Chiefs,,Sun,December 14,1:03PM,31,13,388,1,280,1,Kansas City,Oakland,72153.0,Arrowhead Stadium,76416,0.9442132537688442
2014,15,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,,Sun,December 14,1:03PM,19,17,392,1,287,3,Carolina,Tampa Bay,72842.0,Bank of America Stadium,74867,0.9729520349419637
2014,15,San Diego Chargers,Denver Broncos,Denver Broncos,,Sun,December 14,4:05PM,22,10,337,0,288,2,San Diego,Denver,68682.0,San Diego Stadium,71500,0.9605874125874125
2014,15,Tennessee Titans,New York Jets,New York Jets,,Sun,December 14,4:05PM,16,11,277,0,342,1,Tennessee,New York,69143.0,Nissan Stadium,69143,1.0
2014,15,Detroit Lions,Minnesota Vikings,Detroit Lions,,Sun,December 14,4:25PM,16,14,233,0,360,2,Detroit,Minnesota,62490.0,Ford Field,65000,0.9613846153846154
2014,15,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,December 14,4:26PM,17,7,290,1,245,0,Seattle,San Francisco,68526.0,Lumen Field,69000,0.9931304347826087
2014,15,St. Louis Rams,Arizona Cardinals,Arizona Cardinals,,Thu,December 11,8:25PM,12,6,274,0,280,2,St. Louis,Arizona,55880.0,SoFi Stadium,70240,0.7955580865603644
2014,15,Chicago Bears,New Orleans Saints,New Orleans Saints,,Mon,December 15,8:30PM,31,15,443,1,278,3,Chicago,New Orleans,60996.0,Soldier Field,61500,0.9918048780487805
2014,15,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,,Sun,December 14,8:35PM,38,27,364,1,294,3,Philadelphia,Dallas,69596.0,Lincoln Financial Field,69596,1.0
2014,16,New York Jets,New England Patriots,New England Patriots,,Sun,December 21,1:02PM,17,16,231,1,307,1,New York,New England,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,16,Pittsburgh Steelers,Kansas City Chiefs,Pittsburgh Steelers,,Sun,December 21,1:02PM,20,12,282,0,327,1,Pittsburgh,Kansas City,60865.0,Acrisure Stadium,68400,0.8898391812865497
2014,16,Houston Texans,Baltimore Ravens,Houston Texans,,Sun,December 21,1:02PM,25,13,313,1,211,3,Houston,Baltimore,71771.0,NRG Stadium,72220,0.99378288562725
2014,16,New Orleans Saints,Atlanta Falcons,Atlanta Falcons,,Sun,December 21,1:03PM,30,14,403,0,328,4,New Orleans,Atlanta,73164.0,Caesars Superdome,73208,0.999398972789859
2014,16,Chicago Bears,Detroit Lions,Detroit Lions,,Sun,December 21,1:03PM,20,14,367,3,234,1,Chicago,Detroit,61420.0,Soldier Field,61500,0.9986991869918699
2014,16,Miami Dolphins,Minnesota Vikings,Miami Dolphins,,Sun,December 21,1:03PM,37,35,493,2,357,1,Miami,Minnesota,66203.0,Hard Rock Stadium,65326,1.013424976272847
2014,16,Tampa Bay Buccaneers,Green Bay Packers,Green Bay Packers,,Sun,December 21,1:03PM,20,3,431,1,109,1,Tampa Bay,Green Bay,64247.0,Raymond James Stadium,69218,0.9281834204975584
2014,16,Carolina Panthers,Cleveland Browns,Carolina Panthers,,Sun,December 21,1:04PM,17,13,404,2,228,1,Carolina,Cleveland,73810.0,Bank of America Stadium,74867,0.9858816300906942
2014,16,St. Louis Rams,New York Giants,New York Giants,,Sun,December 21,4:05PM,37,27,514,0,387,3,St. Louis,New York,55851.0,SoFi Stadium,70240,0.7951452164009112
2014,16,Oakland Raiders,Buffalo Bills,Oakland Raiders,,Sun,December 21,4:25PM,26,24,347,0,321,2,Oakland,Buffalo,53436.0,Allegiant Stadium,65000,0.8220923076923077
2014,16,Dallas Cowboys,Indianapolis Colts,Dallas Cowboys,,Sun,December 21,4:26PM,42,7,377,1,229,3,Dallas,Indianapolis,91899.0,AT&T Stadium,80000,1.1487375
2014,16,Washington Redskins,Philadelphia Eagles,Washington Redskins,,Sat,December 20,4:30PM,27,24,305,2,495,2,Washington,Philadelphia,78897.0,Commanders Field,62000,1.2725322580645162
2014,16,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,,Thu,December 18,8:26PM,21,13,288,0,357,0,Jacksonville,Tennessee,61202.0,TIAA Bank Field,67246,0.9101210480920798
2014,16,San Francisco 49ers,San Diego Chargers,San Diego Chargers,,Sat,December 20,8:26PM,38,35,446,3,447,3,San Francisco,San Diego,70699.0,Levi's Stadium,68500,1.0321021897810219
2014,16,Arizona Cardinals,Seattle Seahawks,Seattle Seahawks,,Sun,December 21,8:30PM,35,6,596,0,216,1,Arizona,Seattle,63806.0,State Farm Stadium,63400,1.006403785488959
2014,16,Cincinnati Bengals,Denver Broncos,Cincinnati Bengals,,Mon,December 22,8:30PM,37,28,353,2,385,4,Cincinnati,Denver,66107.0,Paycor Stadium,65515,1.0090360986033733
2014,17,Minnesota Vikings,Chicago Bears,Minnesota Vikings,,Sun,December 28,1:02PM,13,9,311,1,264,0,Minnesota,Chicago,52364.0,U.S. Bank Stadium,66655,0.7855974795589228
2014,17,Miami Dolphins,New York Jets,New York Jets,,Sun,December 28,1:02PM,37,24,494,1,387,1,Miami,New York,70220.0,Hard Rock Stadium,65326,1.0749165722683158
2014,17,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,,Sun,December 28,1:02PM,27,10,378,0,192,1,Tennessee,Indianapolis,69143.0,Nissan Stadium,69143,1.0
2014,17,New York Giants,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 28,1:02PM,34,26,426,1,505,1,New York,Philadelphia,79150.0,MetLife Stadium,82500,0.9593939393939394
2014,17,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,,Sun,December 28,1:02PM,20,10,419,0,259,2,Baltimore,Cleveland,71070.0,M&T Bank Stadium,71008,1.000873141054529
2014,17,New England Patriots,Buffalo Bills,Buffalo Bills,,Sun,December 28,1:02PM,17,9,268,1,260,0,New England,Buffalo,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,17,Houston Texans,Jacksonville Jaguars,Houston Texans,,Sun,December 28,1:03PM,23,17,358,2,233,0,Houston,Jacksonville,71777.0,NRG Stadium,72220,0.9938659651066186
2014,17,Tampa Bay Buccaneers,New Orleans Saints,New Orleans Saints,,Sun,December 28,1:03PM,23,20,338,3,280,1,Tampa Bay,New Orleans,59952.0,Raymond James Stadium,69218,0.8661330867693374
2014,17,Kansas City Chiefs,San Diego Chargers,Kansas City Chiefs,,Sun,December 28,1:03PM,19,7,251,0,361,3,Kansas City,San Diego,73952.0,Arrowhead Stadium,76416,0.9677554438860971
2014,17,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,December 28,1:05PM,44,17,473,1,413,4,Washington,Dallas,80897.0,Commanders Field,62000,1.3047903225806452
2014,17,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,,Sun,December 28,4:25PM,20,17,395,0,397,3,San Francisco,Arizona,70699.0,Levi's Stadium,68500,1.0321021897810219
2014,17,Atlanta Falcons,Carolina Panthers,Carolina Panthers,,Sun,December 28,4:25PM,34,3,306,0,288,3,Atlanta,Carolina,71015.0,Mercedes Benz Stadium,71000,1.0002112676056338
2014,17,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,December 28,4:25PM,30,20,377,2,313,1,Green Bay,Detroit,78408.0,Lambeau Field,81441,0.962758315836004
2014,17,Denver Broncos,Oakland Raiders,Denver Broncos,,Sun,December 28,4:25PM,47,14,451,1,199,2,Denver,Oakland,76929.0,Empower Field at Mile High,76125,1.0105615763546798
2014,17,Seattle Seahawks,St. Louis Rams,Seattle Seahawks,,Sun,December 28,4:27PM,20,6,354,2,245,3,Seattle,St. Louis,68453.0,Lumen Field,69000,0.992072463768116
2014,17,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,,Sun,December 28,8:30PM,27,17,346,3,337,3,Pittsburgh,Cincinnati,64697.0,Acrisure Stadium,68400,0.9458625730994152
2015,1,San Francisco 49ers,Minnesota Vikings,San Francisco 49ers,,Mon,September 14,10:20PM,20,3,395,1,248,1,San Francisco,Minnesota,70499.0,Levi's Stadium,68500,1.029182481751825
2015,1,St. Louis Rams,Seattle Seahawks,St. Louis Rams,,Sun,September 13,1:00PM,34,31,352,3,343,1,St. Louis,Seattle,51792.0,SoFi Stadium,70240,0.7373576309794989
2015,1,Chicago Bears,Green Bay Packers,Green Bay Packers,,Sun,September 13,1:00PM,31,23,322,0,402,1,Chicago,Green Bay,62442.0,Soldier Field,61500,1.0153170731707317
2015,1,Washington Redskins,Miami Dolphins,Miami Dolphins,,Sun,September 13,1:02PM,17,10,256,1,349,2,Washington,Miami,76512.0,Commanders Field,62000,1.2340645161290322
2015,1,Houston Texans,Kansas City Chiefs,Kansas City Chiefs,,Sun,September 13,1:02PM,27,20,330,0,396,2,Houston,Kansas City,71776.0,NRG Stadium,72220,0.993852118526724
2015,1,Jacksonville Jaguars,Carolina Panthers,Carolina Panthers,,Sun,September 13,1:03PM,20,9,263,1,265,3,Jacksonville,Carolina,60733.0,TIAA Bank Field,67246,0.9031466555631562
2015,1,Buffalo Bills,Indianapolis Colts,Buffalo Bills,,Sun,September 13,1:03PM,27,14,342,0,304,3,Buffalo,Indianapolis,70319.0,Highmark Stadium,71608,0.9819992179644732
2015,1,New York Jets,Cleveland Browns,New York Jets,,Sun,September 13,1:04PM,31,10,333,1,321,5,New York,Cleveland,78160.0,MetLife Stadium,82500,0.9473939393939393
2015,1,San Diego Chargers,Detroit Lions,San Diego Chargers,,Sun,September 13,4:05PM,33,28,483,3,302,2,San Diego,Detroit,66093.0,San Diego Stadium,71500,0.9243776223776223
2015,1,Arizona Cardinals,New Orleans Saints,Arizona Cardinals,,Sun,September 13,4:05PM,31,19,427,1,408,1,Arizona,New Orleans,62903.0,State Farm Stadium,63400,0.9921608832807571
2015,1,Denver Broncos,Baltimore Ravens,Denver Broncos,,Sun,September 13,4:25PM,19,13,219,1,173,2,Denver,Baltimore,76798.0,Empower Field at Mile High,76125,1.0088407224958948
2015,1,Tampa Bay Buccaneers,Tennessee Titans,Tennessee Titans,,Sun,September 13,4:25PM,42,14,309,1,273,2,Tampa Bay,Tennessee,63945.0,Raymond James Stadium,69218,0.9238203935392528
2015,1,Oakland Raiders,Cincinnati Bengals,Cincinnati Bengals,,Sun,September 13,4:25PM,33,13,396,0,246,2,Oakland,Cincinnati,54500.0,Allegiant Stadium,65000,0.8384615384615385
2015,1,Atlanta Falcons,Philadelphia Eagles,Atlanta Falcons,,Mon,September 14,7:10PM,26,24,395,2,399,2,Atlanta,Philadelphia,70516.0,Mercedes Benz Stadium,71000,0.9931830985915493
2015,1,Dallas Cowboys,New York Giants,Dallas Cowboys,,Sun,September 13,8:31PM,27,26,436,3,288,0,Dallas,New York,93579.0,AT&T Stadium,80000,1.1697375
2015,1,New England Patriots,Pittsburgh Steelers,New England Patriots,,Thu,September 10,8:40PM,28,21,361,0,464,1,New England,Pittsburgh,66829.0,Gillette Stadium,66829,1.0
2015,2,Chicago Bears,Arizona Cardinals,Arizona Cardinals,,Sun,September 20,1:00PM,48,23,300,2,335,2,Chicago,Arizona,62351.0,Soldier Field,61500,1.0138373983739837
2015,2,Cleveland Browns,Tennessee Titans,Cleveland Browns,,Sun,September 20,1:02PM,28,14,274,0,385,3,Cleveland,Tennessee,67431.0,Huntington Bank Field,67895,0.9931659179615583
2015,2,New York Giants,Atlanta Falcons,Atlanta Falcons,,Sun,September 20,1:02PM,24,20,402,0,388,1,New York,Atlanta,77678.0,MetLife Stadium,82500,0.9415515151515151
2015,2,Carolina Panthers,Houston Texans,Carolina Panthers,,Sun,September 20,1:02PM,24,17,350,1,300,1,Carolina,Houston,73254.0,Bank of America Stadium,74867,0.9784551270920432
2015,2,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 20,1:02PM,26,19,333,2,323,3,New Orleans,Tampa Bay,73006.0,Caesars Superdome,73208,0.9972407387170801
2015,2,Pittsburgh Steelers,San Francisco 49ers,Pittsburgh Steelers,,Sun,September 20,1:02PM,43,18,453,0,409,1,Pittsburgh,San Francisco,66472.0,Acrisure Stadium,68400,0.971812865497076
2015,2,Buffalo Bills,New England Patriots,New England Patriots,,Sun,September 20,1:02PM,40,32,507,2,349,3,Buffalo,New England,70858.0,Highmark Stadium,71608,0.9895263099095073
2015,2,Minnesota Vikings,Detroit Lions,Minnesota Vikings,,Sun,September 20,1:03PM,26,16,350,1,323,3,Minnesota,Detroit,52319.0,U.S. Bank Stadium,66655,0.7849223614132473
2015,2,Cincinnati Bengals,San Diego Chargers,Cincinnati Bengals,,Sun,September 20,1:03PM,24,19,389,2,354,3,Cincinnati,San Diego,57579.0,Paycor Stadium,65515,0.8788674349385637
2015,2,Washington Redskins,St. Louis Rams,Washington Redskins,,Sun,September 20,1:03PM,24,10,373,1,213,0,Washington,St. Louis,72460.0,Commanders Field,62000,1.1687096774193548
2015,2,Jacksonville Jaguars,Miami Dolphins,Jacksonville Jaguars,,Sun,September 20,4:05PM,23,20,396,0,386,0,Jacksonville,Miami,65443.0,TIAA Bank Field,67246,0.9731879963120483
2015,2,Oakland Raiders,Baltimore Ravens,Oakland Raiders,,Sun,September 20,4:05PM,37,33,448,1,493,2,Oakland,Baltimore,53500.0,Allegiant Stadium,65000,0.823076923076923
2015,2,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,,Sun,September 20,4:25PM,20,10,359,2,226,3,Philadelphia,Dallas,69296.0,Lincoln Financial Field,69596,0.995689407437209
2015,2,Green Bay Packers,Seattle Seahawks,Green Bay Packers,,Sun,September 20,8:25PM,27,17,361,1,324,2,Green Bay,Seattle,78433.0,Lambeau Field,81441,0.9630652865264424
2015,2,Kansas City Chiefs,Denver Broncos,Denver Broncos,,Thu,September 17,8:29PM,31,24,299,1,314,5,Kansas City,Denver,76404.0,Arrowhead Stadium,76416,0.9998429648241206
