year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2014,2,Washington Redskins,Jacksonville Jaguars,Washington Redskins,,Sun,September 14,1:05PM,41,10,449,0,148,1,Washington,Jacksonville,80037.0,Commanders Field,62000,1.2909193548387097
2014,2,Minnesota Vikings,New England Patriots,New England Patriots,,Sun,September 14,1:05PM,30,7,292,0,217,4,Minnesota,New England,52350.0,U.S. Bank Stadium,66655,0.7853874428024904
2014,2,San Diego Chargers,Seattle Seahawks,San Diego Chargers,,Sun,September 14,4:05PM,30,21,377,0,288,1,San Diego,Seattle,67916.0,San Diego Stadium,71500,0.9498741258741259
2014,2,Tampa Bay Buccaneers,St. Louis Rams,St. Louis Rams,,Sun,September 14,4:05PM,19,17,339,1,332,1,Tampa Bay,St. Louis,59923.0,Raymond James Stadium,69218,0.8657141206044671
2014,2,Green Bay Packers,New York Jets,Green Bay Packers,,Sun,September 14,4:25PM,31,24,390,1,313,1,Green Bay,New York,78041.0,Lambeau Field,81441,0.9582519861003671
2014,2,Denver Broncos,Kansas City Chiefs,Denver Broncos,,Sun,September 14,4:25PM,24,17,325,0,380,0,Denver,Kansas City,76900.0,Empower Field at Mile High,76125,1.0101806239737274
2014,2,Oakland Raiders,Houston Texans,Houston Texans,,Sun,September 14,4:25PM,30,14,327,0,364,4,Oakland,Houston,54063.0,Allegiant Stadium,65000,0.8317384615384615
2014,2,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Thu,September 11,8:28PM,26,6,323,0,301,3,Baltimore,Pittsburgh,71181.0,M&T Bank Stadium,71008,1.0024363452005407
2014,2,San Francisco 49ers,Chicago Bears,Chicago Bears,,Sun,September 14,8:31PM,28,20,216,0,359,4,San Francisco,Chicago,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,2,Indianapolis Colts,Philadelphia Eagles,Philadelphia Eagles,,Mon,September 15,8:31PM,30,27,458,1,341,2,Indianapolis,Philadelphia,64871.0,Lucas Oil Stadium,67000,0.9682238805970149
2014,3,St. Louis Rams,Dallas Cowboys,Dallas Cowboys,,Sun,September 21,1:00PM,34,31,340,2,448,3,St. Louis,Dallas,58739.0,SoFi Stadium,70240,0.8362613895216401
2014,3,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Sun,September 21,1:02PM,23,21,377,1,375,0,Cleveland,Baltimore,67407.0,Huntington Bank Field,67895,0.99281243095957
2014,3,New York Giants,Houston Texans,New York Giants,,Sun,September 21,1:02PM,30,17,419,1,411,3,New York,Houston,77462.0,MetLife Stadium,82500,0.9389333333333333
2014,3,Jacksonville Jaguars,Indianapolis Colts,Indianapolis Colts,,Sun,September 21,1:02PM,44,17,529,0,344,3,Jacksonville,Indianapolis,60601.0,TIAA Bank Field,67246,0.9011837135294293
2014,3,Buffalo Bills,San Diego Chargers,San Diego Chargers,,Sun,September 21,1:02PM,22,10,333,0,292,0,Buffalo,San Diego,68611.0,Highmark Stadium,71608,0.9581471343983913
2014,3,Detroit Lions,Green Bay Packers,Detroit Lions,,Sun,September 21,1:02PM,19,7,353,3,223,1,Detroit,Green Bay,62418.0,Ford Field,65000,0.960276923076923
2014,3,Cincinnati Bengals,Tennessee Titans,Cincinnati Bengals,,Sun,September 21,1:02PM,33,7,300,1,326,2,Cincinnati,Tennessee,56743.0,Paycor Stadium,65515,0.8661069983973136
2014,3,New England Patriots,Oakland Raiders,New England Patriots,,Sun,September 21,1:02PM,16,9,297,0,241,1,New England,Oakland,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,3,Philadelphia Eagles,Washington Redskins,Philadelphia Eagles,,Sun,September 21,1:02PM,37,34,379,1,511,1,Philadelphia,Washington,69596.0,Lincoln Financial Field,69596,1.0
2014,3,New Orleans Saints,Minnesota Vikings,New Orleans Saints,,Sun,September 21,1:03PM,20,9,396,0,247,0,New Orleans,Minnesota,73005.0,Caesars Superdome,73208,0.9972270790077588
2014,3,Arizona Cardinals,San Francisco 49ers,Arizona Cardinals,,Sun,September 21,4:05PM,23,14,338,1,318,0,Arizona,San Francisco,61572.0,State Farm Stadium,63400,0.971167192429022
2014,3,Miami Dolphins,Kansas City Chiefs,Kansas City Chiefs,,Sun,September 21,4:25PM,34,15,342,2,332,0,Miami,Kansas City,70313.0,Hard Rock Stadium,65326,1.0763402014511834
2014,3,Seattle Seahawks,Denver Broncos,Seattle Seahawks,,Sun,September 21,4:25PM,26,20,384,1,332,2,Seattle,Denver,68447.0,Lumen Field,69000,0.9919855072463768
2014,3,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,,Thu,September 18,8:26PM,56,14,488,4,217,5,Atlanta,Tampa Bay,70318.0,Mercedes Benz Stadium,71000,0.9903943661971831
2014,3,New York Jets,Chicago Bears,Chicago Bears,,Mon,September 22,8:30PM,27,19,257,1,414,3,New York,Chicago,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,3,Carolina Panthers,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 21,8:31PM,37,19,454,0,349,2,Carolina,Pittsburgh,73945.0,Bank of America Stadium,74867,0.9876848277612299
2014,4,Chicago Bears,Green Bay Packers,Green Bay Packers,,Sun,September 28,1:02PM,38,17,358,0,496,2,Chicago,Green Bay,61736.0,Soldier Field,61500,1.0038373983739837
2014,4,Houston Texans,Buffalo Bills,Houston Texans,,Sun,September 28,1:02PM,23,17,301,3,316,2,Houston,Buffalo,71756.0,NRG Stadium,72220,0.9935751869288286
2014,4,New York Jets,Detroit Lions,Detroit Lions,,Sun,September 28,1:02PM,24,17,360,0,336,2,New York,Detroit,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,4,Baltimore Ravens,Carolina Panthers,Baltimore Ravens,,Sun,September 28,1:02PM,38,10,454,0,315,1,Baltimore,Carolina,71218.0,M&T Bank Stadium,71008,1.0029574132492114
2014,4,Indianapolis Colts,Tennessee Titans,Indianapolis Colts,,Sun,September 28,1:03PM,41,17,498,1,261,3,Indianapolis,Tennessee,64757.0,Lucas Oil Stadium,67000,0.9665223880597015
2014,4,Pittsburgh Steelers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 28,1:03PM,27,24,350,1,390,1,Pittsburgh,Tampa Bay,62910.0,Acrisure Stadium,68400,0.9197368421052632
2014,4,Oakland Raiders,Miami Dolphins,Miami Dolphins,,Sun,September 28,1:06PM,38,14,435,3,317,4,Oakland,Miami,83436.0,Allegiant Stadium,65000,1.2836307692307691
2014,4,San Diego Chargers,Jacksonville Jaguars,San Diego Chargers,,Sun,September 28,4:05PM,33,14,407,0,320,3,San Diego,Jacksonville,56553.0,San Diego Stadium,71500,0.790951048951049
2014,4,San Francisco 49ers,Philadelphia Eagles,San Francisco 49ers,,Sun,September 28,4:25PM,26,21,407,1,213,4,San Francisco,Philadelphia,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,4,Minnesota Vikings,Atlanta Falcons,Minnesota Vikings,,Sun,September 28,4:25PM,41,28,558,0,411,2,Minnesota,Atlanta,52173.0,U.S. Bank Stadium,66655,0.7827319780961668
2014,4,Washington Redskins,New York Giants,New York Giants,,Thu,September 25,8:26PM,45,14,449,1,329,6,Washington,New York,80573.0,Commanders Field,62000,1.2995645161290323
2014,4,Dallas Cowboys,New Orleans Saints,Dallas Cowboys,,Sun,September 28,8:31PM,38,17,445,0,438,3,Dallas,New Orleans,91176.0,AT&T Stadium,80000,1.1397
2014,4,Kansas City Chiefs,New England Patriots,Kansas City Chiefs,,Mon,September 29,8:31PM,41,14,443,0,290,3,Kansas City,New England,76613.0,Arrowhead Stadium,76416,1.0025779941373534
2014,5,Tennessee Titans,Cleveland Browns,Cleveland Browns,,Sun,October 5,1:02PM,29,28,460,1,410,0,Tennessee,Cleveland,69143.0,Nissan Stadium,69143,1.0
2014,5,Jacksonville Jaguars,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,October 5,1:02PM,17,9,372,1,243,2,Jacksonville,Pittsburgh,66198.0,TIAA Bank Field,67246,0.984415429914047
2014,5,Philadelphia Eagles,St. Louis Rams,Philadelphia Eagles,,Sun,October 5,1:02PM,34,28,352,3,466,3,Philadelphia,St. Louis,69596.0,Lincoln Financial Field,69596,1.0
2014,5,New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,,Sun,October 5,1:03PM,37,31,511,3,314,1,New Orleans,Tampa Bay,73004.0,Caesars Superdome,73208,0.9972134192984373
2014,5,New York Giants,Atlanta Falcons,New York Giants,,Sun,October 5,1:03PM,30,20,317,2,397,1,New York,Atlanta,80307.0,MetLife Stadium,82500,0.9734181818181818
2014,5,Carolina Panthers,Chicago Bears,Carolina Panthers,,Sun,October 5,1:03PM,31,24,322,3,347,4,Carolina,Chicago,73659.0,Bank of America Stadium,74867,0.9838647201036504
2014,5,Dallas Cowboys,Houston Texans,Dallas Cowboys,,Sun,October 5,1:03PM,20,17,456,3,330,1,Dallas,Houston,91159.0,AT&T Stadium,80000,1.1394875
2014,5,Indianapolis Colts,Baltimore Ravens,Indianapolis Colts,,Sun,October 5,1:03PM,20,13,432,4,287,3,Indianapolis,Baltimore,65258.0,Lucas Oil Stadium,67000,0.974
2014,5,Detroit Lions,Buffalo Bills,Buffalo Bills,,Sun,October 5,1:03PM,17,14,343,1,273,2,Detroit,Buffalo,62775.0,Ford Field,65000,0.9657692307692308
2014,5,Denver Broncos,Arizona Cardinals,Denver Broncos,,Sun,October 5,4:05PM,41,20,568,2,215,0,Denver,Arizona,76895.0,Empower Field at Mile High,76125,1.0101149425287357
2014,5,San Francisco 49ers,Kansas City Chiefs,San Francisco 49ers,,Sun,October 5,4:25PM,22,17,357,0,265,1,San Francisco,Kansas City,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,5,San Diego Chargers,New York Jets,San Diego Chargers,,Sun,October 5,4:25PM,31,0,439,1,151,2,San Diego,New York,63471.0,San Diego Stadium,71500,0.8877062937062937
2014,5,Green Bay Packers,Minnesota Vikings,Green Bay Packers,,Thu,October 2,8:26PM,42,10,320,1,299,3,Green Bay,Minnesota,78054.0,Lambeau Field,81441,0.9584116108593952
2014,5,Washington Redskins,Seattle Seahawks,Seattle Seahawks,,Mon,October 6,8:30PM,27,17,403,0,307,0,Washington,Seattle,79522.0,Commanders Field,62000,1.2826129032258065
2014,5,New England Patriots,Cincinnati Bengals,New England Patriots,,Sun,October 5,8:43PM,43,17,505,0,320,3,New England,Cincinnati,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,6,New York Jets,Denver Broncos,Denver Broncos,,Sun,October 12,1:02PM,31,17,359,0,204,2,New York,Denver,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,6,Cleveland Browns,Pittsburgh Steelers,Cleveland Browns,,Sun,October 12,1:02PM,31,10,368,1,359,1,Cleveland,Pittsburgh,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,6,Buffalo Bills,New England Patriots,New England Patriots,,Sun,October 12,1:02PM,37,22,396,0,336,3,Buffalo,New England,70185.0,Highmark Stadium,71608,0.9801279186683052
2014,6,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,,Sun,October 12,1:02PM,16,14,290,0,379,2,Tennessee,Jacksonville,69143.0,Nissan Stadium,69143,1.0
2014,6,Miami Dolphins,Green Bay Packers,Green Bay Packers,,Sun,October 12,1:02PM,27,24,369,0,349,3,Miami,Green Bay,70875.0,Hard Rock Stadium,65326,1.0849432079110921
2014,6,Tampa Bay Buccaneers,Baltimore Ravens,Baltimore Ravens,,Sun,October 12,1:02PM,48,17,475,1,364,1,Tampa Bay,Baltimore,60041.0,Raymond James Stadium,69218,0.8674188794822156
2014,6,Minnesota Vikings,Detroit Lions,Detroit Lions,,Sun,October 12,1:02PM,17,3,255,0,212,3,Minnesota,Detroit,52213.0,U.S. Bank Stadium,66655,0.783332083114545
2014,6,Cincinnati Bengals,Carolina Panthers,Cincinnati Bengals,Carolina Panthers,Sun,October 12,1:03PM,37,37,513,2,431,1,Cincinnati,Carolina,57053.0,Paycor Stadium,65515,0.870838739220026
2014,6,Oakland Raiders,San Diego Chargers,San Diego Chargers,,Sun,October 12,4:05PM,31,28,423,0,396,1,Oakland,San Diego,53329.0,Allegiant Stadium,65000,0.8204461538461538
2014,6,Arizona Cardinals,Washington Redskins,Arizona Cardinals,,Sun,October 12,4:25PM,30,20,317,0,407,4,Arizona,Washington,61139.0,State Farm Stadium,63400,0.9643375394321767
2014,6,Atlanta Falcons,Chicago Bears,Chicago Bears,,Sun,October 12,4:25PM,27,13,478,0,287,1,Atlanta,Chicago,70712.0,Mercedes Benz Stadium,71000,0.995943661971831
2014,6,Seattle Seahawks,Dallas Cowboys,Dallas Cowboys,,Sun,October 12,4:26PM,30,23,401,2,206,1,Seattle,Dallas,68432.0,Lumen Field,69000,0.991768115942029
2014,6,Houston Texans,Indianapolis Colts,Indianapolis Colts,,Thu,October 9,8:26PM,33,28,456,2,332,2,Houston,Indianapolis,71787.0,NRG Stadium,72220,0.9940044309055663
2014,6,St. Louis Rams,San Francisco 49ers,San Francisco 49ers,,Mon,October 13,8:30PM,31,17,432,1,309,1,St. Louis,San Francisco,56851.0,SoFi Stadium,70240,0.809382118451025
2014,6,Philadelphia Eagles,New York Giants,Philadelphia Eagles,,Sun,October 12,8:41PM,27,0,448,2,254,1,Philadelphia,New York,69596.0,Lincoln Financial Field,69596,1.0
2014,7,St. Louis Rams,Seattle Seahawks,St. Louis Rams,,Sun,October 19,1:00PM,28,26,275,0,463,0,St. Louis,Seattle,57855.0,SoFi Stadium,70240,0.8236759681093394
2014,7,Chicago Bears,Miami Dolphins,Miami Dolphins,,Sun,October 19,1:00PM,27,14,393,0,224,3,Chicago,Miami,62413.0,Soldier Field,61500,1.0148455284552846
2014,7,Indianapolis Colts,Cincinnati Bengals,Indianapolis Colts,,Sun,October 19,1:02PM,27,0,506,2,135,0,Indianapolis,Cincinnati,66539.0,Lucas Oil Stadium,67000,0.9931194029850746
2014,7,Jacksonville Jaguars,Cleveland Browns,Jacksonville Jaguars,,Sun,October 19,1:02PM,24,6,336,3,266,3,Jacksonville,Cleveland,61341.0,TIAA Bank Field,67246,0.9121880855366862
2014,7,Detroit Lions,New Orleans Saints,Detroit Lions,,Sun,October 19,1:02PM,24,23,344,2,408,2,Detroit,New Orleans,63271.0,Ford Field,65000,0.9734
2014,7,Buffalo Bills,Minnesota Vikings,Buffalo Bills,,Sun,October 19,1:02PM,17,16,373,4,276,2,Buffalo,Minnesota,68477.0,Highmark Stadium,71608,0.9562758351022232
2014,7,Washington Redskins,Tennessee Titans,Washington Redskins,,Sun,October 19,1:02PM,19,17,351,2,236,2,Washington,Tennessee,75227.0,Commanders Field,62000,1.2133387096774193
2014,7,Baltimore Ravens,Atlanta Falcons,Baltimore Ravens,,Sun,October 19,1:02PM,29,7,371,3,254,1,Baltimore,Atlanta,71184.0,M&T Bank Stadium,71008,1.0024785939612437
2014,7,Green Bay Packers,Carolina Panthers,Green Bay Packers,,Sun,October 19,1:02PM,38,17,363,0,331,1,Green Bay,Carolina,78106.0,Lambeau Field,81441,0.9590501098955072
2014,7,San Diego Chargers,Kansas City Chiefs,Kansas City Chiefs,,Sun,October 19,4:05PM,23,20,365,0,251,1,San Diego,Kansas City,65260.0,San Diego Stadium,71500,0.9127272727272727
2014,7,Oakland Raiders,Arizona Cardinals,Arizona Cardinals,,Sun,October 19,4:25PM,24,13,365,1,220,0,Oakland,Arizona,52101.0,Allegiant Stadium,65000,0.8015538461538462
2014,7,Dallas Cowboys,New York Giants,Dallas Cowboys,,Sun,October 19,4:25PM,31,21,423,1,352,2,Dallas,New York,91028.0,AT&T Stadium,80000,1.13785
2014,7,New England Patriots,New York Jets,New England Patriots,,Thu,October 16,8:25PM,27,25,323,0,423,0,New England,New York,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,7,Denver Broncos,San Francisco 49ers,Denver Broncos,,Sun,October 19,8:30PM,42,17,419,0,310,1,Denver,San Francisco,77047.0,Empower Field at Mile High,76125,1.012111658456486
2014,7,Pittsburgh Steelers,Houston Texans,Pittsburgh Steelers,,Mon,October 20,8:30PM,30,23,328,1,393,3,Pittsburgh,Houston,56375.0,Acrisure Stadium,68400,0.8241959064327485
2014,8,Cincinnati Bengals,Baltimore Ravens,Cincinnati Bengals,,Sun,October 26,1:02PM,27,24,350,2,294,2,Cincinnati,Baltimore,55711.0,Paycor Stadium,65515,0.8503548805617034
2014,8,New York Jets,Buffalo Bills,Buffalo Bills,,Sun,October 26,1:02PM,43,23,280,0,312,6,New York,Buffalo,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,8,Jacksonville Jaguars,Miami Dolphins,Miami Dolphins,,Sun,October 26,1:02PM,27,13,326,1,377,3,Jacksonville,Miami,65633.0,TIAA Bank Field,67246,0.9760134431787765
2014,8,New England Patriots,Chicago Bears,New England Patriots,,Sun,October 26,1:02PM,51,23,487,0,384,2,New England,Chicago,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,8,Tampa Bay Buccaneers,Minnesota Vikings,Minnesota Vikings,,Sun,October 26,1:03PM,19,13,332,0,225,2,Tampa Bay,Minnesota,56577.0,Raymond James Stadium,69218,0.8173740934439019
2014,8,Tennessee Titans,Houston Texans,Houston Texans,,Sun,October 26,1:03PM,30,16,405,0,326,2,Tennessee,Houston,69143.0,Nissan Stadium,69143,1.0
2014,8,Kansas City Chiefs,St. Louis Rams,Kansas City Chiefs,,Sun,October 26,1:04PM,34,7,355,1,200,1,Kansas City,St. Louis,75972.0,Arrowhead Stadium,76416,0.9941896984924623
2014,8,Carolina Panthers,Seattle Seahawks,Seattle Seahawks,,Sun,October 26,1:04PM,13,9,310,2,266,2,Carolina,Seattle,74042.0,Bank of America Stadium,74867,0.9889804586800593
2014,8,Arizona Cardinals,Philadelphia Eagles,Arizona Cardinals,,Sun,October 26,4:05PM,24,20,400,1,521,3,Arizona,Philadelphia,61789.0,State Farm Stadium,63400,0.974589905362776
2014,8,Cleveland Browns,Oakland Raiders,Cleveland Browns,,Sun,October 26,4:25PM,23,13,306,0,387,3,Cleveland,Oakland,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,8,Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,,Sun,October 26,4:25PM,51,34,639,2,448,2,Pittsburgh,Indianapolis,62479.0,Acrisure Stadium,68400,0.9134356725146199
2014,8,Denver Broncos,San Diego Chargers,Denver Broncos,,Thu,October 23,8:26PM,35,21,425,0,306,2,Denver,San Diego,76907.0,Empower Field at Mile High,76125,1.0102725779967159
2014,8,New Orleans Saints,Green Bay Packers,New Orleans Saints,,Sun,October 26,8:30PM,44,23,495,1,491,3,New Orleans,Green Bay,73146.0,Caesars Superdome,73208,0.9991530980220741
2014,8,Dallas Cowboys,Washington Redskins,Washington Redskins,,Mon,October 27,8:30PM,20,17,409,1,395,2,Dallas,Washington,87055.0,AT&T Stadium,80000,1.0881875
2014,8,Atlanta Falcons,Detroit Lions,Detroit Lions,,Sun,October 26,9:37AM,22,21,385,1,291,1,Atlanta,Detroit,83532.0,Mercedes Benz Stadium,71000,1.176507042253521
2014,9,Cleveland Browns,Tampa Bay Buccaneers,Cleveland Browns,,Sun,November 2,1:02PM,22,17,330,2,365,2,Cleveland,Tampa Bay,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,9,Cincinnati Bengals,Jacksonville Jaguars,Cincinnati Bengals,,Sun,November 2,1:02PM,33,23,423,2,365,1,Cincinnati,Jacksonville,60057.0,Paycor Stadium,65515,0.916690834160116
2014,9,Miami Dolphins,San Diego Chargers,Miami Dolphins,,Sun,November 2,1:02PM,37,0,441,0,178,4,Miami,San Diego,70222.0,Hard Rock Stadium,65326,1.074947187949668
2014,9,Kansas City Chiefs,New York Jets,Kansas City Chiefs,,Sun,November 2,1:03PM,24,10,309,0,364,0,Kansas City,New York,74127.0,Arrowhead Stadium,76416,0.970045540201005
2014,9,Minnesota Vikings,Washington Redskins,Minnesota Vikings,,Sun,November 2,1:03PM,29,26,352,0,347,1,Minnesota,Washington,52252.0,U.S. Bank Stadium,66655,0.7839171855074638
2014,9,Houston Texans,Philadelphia Eagles,Philadelphia Eagles,,Sun,November 2,1:03PM,31,21,483,4,300,1,Houston,Philadelphia,71780.0,NRG Stadium,72220,0.993907504846303
2014,9,Dallas Cowboys,Arizona Cardinals,Arizona Cardinals,,Sun,November 2,1:04PM,28,17,339,1,266,2,Dallas,Arizona,85688.0,AT&T Stadium,80000,1.0711
2014,9,San Francisco 49ers,St. Louis Rams,St. Louis Rams,,Sun,November 2,4:05PM,13,10,193,2,263,2,San Francisco,St. Louis,70799.0,Levi's Stadium,68500,1.0335620437956203
2014,9,New England Patriots,Denver Broncos,New England Patriots,,Sun,November 2,4:25PM,43,21,398,1,472,2,New England,Denver,68756.0,Gillette Stadium,66829,1.0288347872929418
2014,9,Seattle Seahawks,Oakland Raiders,Seattle Seahawks,,Sun,November 2,4:26PM,30,24,326,0,226,3,Seattle,Oakland,68337.0,Lumen Field,69000,0.9903913043478261
2014,9,Carolina Panthers,New Orleans Saints,New Orleans Saints,,Thu,October 30,8:30PM,28,10,375,2,231,2,Carolina,New Orleans,73663.0,Bank of America Stadium,74867,0.9839181481827775
2014,9,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,,Sun,November 2,8:30PM,43,23,376,1,332,2,Pittsburgh,Baltimore,63971.0,Acrisure Stadium,68400,0.9352485380116959
2014,9,New York Giants,Indianapolis Colts,Indianapolis Colts,,Mon,November 3,8:31PM,40,24,443,0,438,1,New York,Indianapolis,77975.0,MetLife Stadium,82500,0.9451515151515152
2014,10,Detroit Lions,Miami Dolphins,Detroit Lions,,Sun,November 9,1:02PM,20,16,351,1,228,2,Detroit,Miami,63179.0,Ford Field,65000,0.9719846153846153
2014,10,Buffalo Bills,Kansas City Chiefs,Kansas City Chiefs,,Sun,November 9,1:02PM,17,13,278,1,364,3,Buffalo,Kansas City,68119.0,Highmark Stadium,71608,0.9512763936990281
2014,10,New York Jets,Pittsburgh Steelers,New York Jets,,Sun,November 9,1:02PM,20,13,275,0,362,4,New York,Pittsburgh,78160.0,MetLife Stadium,82500,0.9473939393939393
2014,10,New Orleans Saints,San Francisco 49ers,San Francisco 49ers,,Sun,November 9,1:03PM,27,24,330,1,423,3,New Orleans,San Francisco,73129.0,Caesars Superdome,73208,0.9989208829636105
2014,10,Baltimore Ravens,Tennessee Titans,Baltimore Ravens,,Sun,November 9,1:03PM,21,7,312,0,210,2,Baltimore,Tennessee,70914.0,M&T Bank Stadium,71008,0.9986762054979721
2014,10,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,,Sun,November 9,1:04PM,27,17,322,0,373,3,Tampa Bay,Atlanta,57751.0,Raymond James Stadium,69218,0.8343349995665867
2014,10,Jacksonville Jaguars,Dallas Cowboys,Dallas Cowboys,,Sun,November 9,1:06PM,31,17,399,1,333,3,Jacksonville,Dallas,83603.0,TIAA Bank Field,67246,1.2432412336793266
2014,10,Oakland Raiders,Denver Broncos,Denver Broncos,,Sun,November 9,4:05PM,41,17,471,2,222,3,Oakland,Denver,54803.0,Allegiant Stadium,65000,0.843123076923077
2014,10,Arizona Cardinals,St. Louis Rams,Arizona Cardinals,,Sun,November 9,4:25PM,31,14,335,1,244,3,Arizona,St. Louis,61363.0,State Farm Stadium,63400,0.9678706624605679
2014,10,Seattle Seahawks,New York Giants,Seattle Seahawks,,Sun,November 9,4:26PM,38,17,510,3,324,2,Seattle,New York,68352.0,Lumen Field,69000,0.9906086956521739
2014,10,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,,Thu,November 6,8:29PM,24,3,368,1,165,4,Cincinnati,Cleveland,65871.0,Paycor Stadium,65515,1.0054338701060825
2014,10,Green Bay Packers,Chicago Bears,Green Bay Packers,,Sun,November 9,8:30PM,55,14,451,1,311,3,Green Bay,Chicago,78292.0,Lambeau Field,81441,0.9613339718323695
2014,10,Philadelphia Eagles,Carolina Panthers,Philadelphia Eagles,,Mon,November 10,8:32PM,45,21,365,0,317,5,Philadelphia,Carolina,69596.0,Lincoln Financial Field,69596,1.0
2014,11,St. Louis Rams,Denver Broncos,St. Louis Rams,,Sun,November 16,1:00PM,22,7,337,0,397,2,St. Louis,Denver,59401.0,SoFi Stadium,70240,0.8456862186788154
2014,11,New Orleans Saints,Cincinnati Bengals,Cincinnati Bengals,,Sun,November 16,1:02PM,27,10,405,0,330,1,New Orleans,Cincinnati,73073.0,Caesars Superdome,73208,0.9981559392416129
2014,11,Chicago Bears,Minnesota Vikings,Chicago Bears,,Sun,November 16,1:02PM,21,13,468,2,243,1,Chicago,Minnesota,61792.0,Soldier Field,61500,1.0047479674796749
2014,11,New York Giants,San Francisco 49ers,San Francisco 49ers,,Sun,November 16,1:03PM,16,10,333,1,330,5,New York,San Francisco,80352.0,MetLife Stadium,82500,0.9739636363636364
2014,11,Carolina Panthers,Atlanta Falcons,Atlanta Falcons,,Sun,November 16,1:03PM,19,17,346,1,391,2,Carolina,Atlanta,73314.0,Bank of America Stadium,74867,0.979256548278948
2014,11,Cleveland Browns,Houston Texans,Houston Texans,,Sun,November 16,1:03PM,23,7,424,1,375,2,Cleveland,Houston,67431.0,Huntington Bank Field,67895,0.9931659179615583
2014,11,Washington Redskins,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,November 16,1:03PM,27,7,329,1,322,3,Washington,Tampa Bay,77442.0,Commanders Field,62000,1.2490645161290324
2014,11,Kansas City Chiefs,Seattle Seahawks,Kansas City Chiefs,,Sun,November 16,1:04PM,24,20,298,2,372,0,Kansas City,Seattle,76463.0,Arrowhead Stadium,76416,1.000615054438861
2014,11,San Diego Chargers,Oakland Raiders,San Diego Chargers,,Sun,November 16,4:05PM,13,6,300,0,233,1,San Diego,Oakland,66720.0,San Diego Stadium,71500,0.9331468531468532
2014,11,Green Bay Packers,Philadelphia Eagles,Green Bay Packers,,Sun,November 16,4:25PM,53,20,475,0,429,4,Green Bay,Philadelphia,78270.0,Lambeau Field,81441,0.9610638376247835
2014,11,Arizona Cardinals,Detroit Lions,Arizona Cardinals,,Sun,November 16,4:25PM,14,6,352,2,262,1,Arizona,Detroit,62487.0,State Farm Stadium,63400,0.9855993690851735
2014,11,Miami Dolphins,Buffalo Bills,Miami Dolphins,,Thu,November 13,8:26PM,22,9,330,2,237,0,Miami,Buffalo,71573.0,Hard Rock Stadium,65326,1.095628080702936
2014,11,Tennessee Titans,Pittsburgh Steelers,Pittsburgh Steelers,,Mon,November 17,8:30PM,27,24,386,1,312,1,Tennessee,Pittsburgh,69143.0,Nissan Stadium,69143,1.0
2014,11,Indianapolis Colts,New England Patriots,New England Patriots,,Sun,November 16,8:31PM,42,20,503,2,322,1,Indianapolis,New England,66751.0,Lucas Oil Stadium,67000,0.9962835820895523
2014,12,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,,Sun,November 23,1:02PM,23,3,389,3,194,2,Indianapolis,Jacksonville,64328.0,Lucas Oil Stadium,67000,0.9601194029850746
2014,12,Philadelphia Eagles,Tennessee Titans,Philadelphia Eagles,,Sun,November 23,1:02PM,43,24,462,2,351,3,Philadelphia,Tennessee,69596.0,Lincoln Financial Field,69596,1.0
2014,12,Houston Texans,Cincinnati Bengals,Cincinnati Bengals,,Sun,November 23,1:02PM,22,13,372,1,248,1,Houston,Cincinnati,71777.0,NRG Stadium,72220,0.9938659651066186
2014,12,Chicago Bears,Tampa Bay Buccaneers,Chicago Bears,,Sun,November 23,1:02PM,21,13,204,1,367,4,Chicago,Tampa Bay,61109.0,Soldier Field,61500,0.9936422764227643
